sofifa_id,nationality,club_name,league_name
225310,England,Millwall,English League Championship
226157,Spain,CD Mirandés,Spanish Segunda División
226523,Sweden,Malmö FF,Swedish Allsvenskan
227932,Germany,Karlsruher SC,German 2. Bundesliga
228101,Uruguay,Śląsk Wrocław,Polish T-Mobile Ekstraklasa
229648,Belgium,KV Mechelen,Belgian Jupiler Pro League
229803,Germany,SV Sandhausen,German 2. Bundesliga
231428,Italy,Empoli,Italian Serie B
231942,Korea Republic,FC Seoul,Korean K League Classic
232611,Japan,Nagoya Grampus,Japanese J. League Division 1
233400,Norway,Philadelphia Union,USA Major League Soccer
233785,Germany,Karlsruher SC,German 2. Bundesliga
234727,Germany,Hannover 96,German 2. Bundesliga
234877,Croatia,FC Ingolstadt 04,German 3. Bundesliga
235123,Mexico,U.N.A.M.,Mexican Liga MX
235379,Albania,Brescia,Italian Serie B
235383,Italy,CD Nacional,Portuguese Liga ZON SAGRES
237214,Ghana,Colorado Rapids,USA Major League Soccer
239010,Spain,FC Cartagena,Spanish Segunda División
239446,Portugal,FC Paços de Ferreira,Portuguese Liga ZON SAGRES
239669,Sweden,IFK Norrköping,Swedish Allsvenskan
242714,United States,Orlando City SC,USA Major League Soccer
245550,Senegal,Real Valladolid CF,Spain Primera Division
247197,China PR,Wuhan Zall,Chinese Super League
251342,Austria,FK Austria Wien,Austrian Football Bundesliga
251901,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
254238,Ecuador,Emelec,Ecuadorian Serie A
257771,Croatia,Legia Warszawa,Polish T-Mobile Ekstraklasa
258632,Serbia,Crotone,Italian Serie A
258655,Bosnia Herzegovina,Göztepe SK,Turkish Süper Lig
204380,Germany,FSV Zwickau,German 3. Bundesliga
204842,Switzerland,FC Zürich,Swiss Super League
205759,North Macedonia,Middlesbrough,English League Championship
208782,Netherlands,Lech Poznań,Polish T-Mobile Ekstraklasa
210366,Germany,Bayer 04 Leverkusen,German 1. Bundesliga
210644,Denmark,Brentford,English League Championship
211595,England,Derby County,English League Championship
211987,Germany,Sivasspor,Turkish Süper Lig
212099,Norway,Vitesse,Holland Eredivisie
212944,Ecuador,Emelec,Ecuadorian Serie A
213841,Algeria,Le Havre AC,French Ligue 2
219990,Norway,Odds BK,Norwegian Eliteserien
222930,Turkey,Kasimpaşa SK,Turkish Süper Lig
224009,Nigeria,BK Häcken,Swedish Allsvenskan
224191,Belgium,Royal Excel Mouscron,Belgian Jupiler Pro League
224376,Brazil,En Avant de Guingamp,French Ligue 2
226237,Brazil,Clube Sport Marítimo,Portuguese Liga ZON SAGRES
227945,Scotland,Kilmarnock,Scottish Premiership
229147,Portugal,CD Nacional,Portuguese Liga ZON SAGRES
229686,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
229839,Mexico,Club Necaxa,Mexican Liga MX
229890,Ghana,Portimonense SC,Portuguese Liga ZON SAGRES
231878,United States,Minnesota United FC,USA Major League Soccer
231886,United States,Nashville SC,USA Major League Soccer
232643,Germany,FC Utrecht,Holland Eredivisie
234037,Paraguay,Gençlerbirliği SK,Turkish Süper Lig
234382,Germany,Hallescher FC,German 3. Bundesliga
234994,Spain,Real Zaragoza,Spanish Segunda División
235005,Georgia,FC Luzern,Swiss Super League
235135,Austria,LASK Linz,Austrian Football Bundesliga
237339,Japan,Yokohama F. Marinos,Japanese J. League Division 1
237665,Japan,Oita Trinita,Japanese J. League Division 1
243628,Serbia,Waasland-Beveren,Belgian Jupiler Pro League
243733,Netherlands,Willem II,Holland Eredivisie
244135,Serbia,Racing Club de Lens,French Ligue 1
244648,Croatia,SK Rapid Wien,Austrian Football Bundesliga
244949,Haiti,En Avant de Guingamp,French Ligue 2
246716,Belgium,Beerschot AC,Belgian Jupiler Pro League
246797,Japan,Shimizu S-Pulse,Japanese J. League Division 1
247696,United Arab Emirates,Al Ain FC,UAE Arabian Gulf League
250858,Senegal,CF Fuenlabrada,Spanish Segunda División
251325,Germany,SpVgg Greuther Fürth,German 2. Bundesliga
254822,Croatia,Raków Częstochowa,Polish T-Mobile Ekstraklasa
254910,Japan,Cerezo Osaka,Japanese J. League Division 1
255420,Austria,SK Rapid Wien,Austrian Football Bundesliga
200065,Turkey,Göztepe SK,Turkish Süper Lig
200840,England,Cardiff City,English League Championship
202199,England,Hull City,English League One
202889,Turkey,Göztepe SK,Turkish Süper Lig
203398,Republic of Ireland,Blackburn Rovers,English League Championship
204044,Poland,Eintracht Braunschweig,German 2. Bundesliga
204676,Portugal,C.D. Castellón,Spanish Segunda División
205887,England,Barnsley,English League Championship
207763,Mexico,FC Juárez,Mexican Liga MX
207887,Germany,SV Darmstadt 98,German 2. Bundesliga
208014,England,Luton Town,English League Championship
208018,Finland,PEC Zwolle,Holland Eredivisie
208480,Chinese Taipei,Henan Jianye FC,Chinese Super League
208894,Poland,Lech Poznań,Polish T-Mobile Ekstraklasa
209769,Turkey,Trabzonspor,Turkish Süper Lig
211211,Spain,Málaga CF,Spanish Segunda División
211299,Netherlands,Derby County,English League Championship
211671,Croatia,Brøndby IF,Danish Superliga
212238,Kosovo,SV Sandhausen,German 2. Bundesliga
212420,Senegal,Huddersfield Town,English League Championship
212939,France,Rodez Aveyron Football,French Ligue 2
213693,England,Blackburn Rovers,English League Championship
213694,Curacao,CD Nacional,Portuguese Liga ZON SAGRES
214356,Colombia,Deportivo Pasto,Colombian Liga Postobón
214582,Colombia,Millonarios FC,Colombian Liga Postobón
218054,Hungary,Piast Gliwice,Polish T-Mobile Ekstraklasa
219216,England,Sheffield Wednesday,English League Championship
219595,Colombia,Atlético Nacional,Colombian Liga Postobón
219957,Denmark,DSC Arminia Bielefeld,German 1. Bundesliga
220126,Senegal,Sporting de Charleroi,Belgian Jupiler Pro League
220649,Sweden,IK Sirius,Swedish Allsvenskan
220708,Australia,Fortuna Düsseldorf,German 2. Bundesliga
222729,Brazil,Jeonbuk Hyundai Motors,Korean K League Classic
222926,Senegal,Stade Malherbe Caen,French Ligue 2
223727,Scotland,Portsmouth,English League One
224794,Brazil,Jeonbuk Hyundai Motors,Korean K League Classic
225440,Guinea Bissau,KAS Eupen,Belgian Jupiler Pro League
226495,Brazil,Philadelphia Union,USA Major League Soccer
227655,Croatia,FC Botoşani,Romanian Liga I
227787,Korea Republic,Suwon Samsung Bluewings,Korean K League Classic
229619,Uruguay,Vålerenga Fotball,Norwegian Eliteserien
229713,Chile,Houston Dynamo,USA Major League Soccer
230794,Spain,FC Cartagena,Spanish Segunda División
230855,Germany,Holstein Kiel,German 2. Bundesliga
231022,Italy,Spezia,Italian Serie A
231231,Mexico,Santos Laguna,Mexican Liga MX
232162,Australia,Newcastle Jets,Australian Hyundai A-League
232461,Korea Republic,Hokkaido Consadole Sapporo,Japanese J. League Division 1
232498,Spain,Rayo Vallecano,Spanish Segunda División
232562,Japan,Kashiwa Reysol,Japanese J. League Division 1
233372,Argentina,Club Guaraní,Paraguayan Primera División
234622,France,En Avant de Guingamp,French Ligue 2
236405,Spain,Real Zaragoza,Spanish Segunda División
238862,Brazil,Portimonense SC,Portuguese Liga ZON SAGRES
239018,Brazil,Rio Ave FC,Portuguese Liga ZON SAGRES
239822,Mexico,Tigres U.A.N.L.,Mexican Liga MX
241010,Argentina,Atlético Tucumán,Argentina Primera División
241994,Japan,Cerezo Osaka,Japanese J. League Division 1
242088,Japan,Kawasaki Frontale,Japanese J. League Division 1
242673,Georgia,Legia Warszawa,Polish T-Mobile Ekstraklasa
243607,El Salvador,Santa Clara,Portuguese Liga ZON SAGRES
243887,Germany,1. FC Heidenheim 1846,German 2. Bundesliga
244158,Cameroon,Valenciennes FC,French Ligue 2
244466,Spain,Albacete BP,Spanish Segunda División
246929,Luxembourg,Dynamo Kyiv,Ukrainian Premier League
248061,Romania,Universitatea Craiova,Romanian Liga I
253321,Ecuador,LDU Quito,Ecuadorian Serie A
254340,Ecuador,Cruz Azul,Mexican Liga MX
254389,Ecuador,El Nacional,Ecuadorian Serie A
255134,Paraguay,Olimpia Asunción,Paraguayan Primera División
255353,Israel,Sporting Kansas City,USA Major League Soccer
255578,Brazil,Yokohama F. Marinos,Japanese J. League Division 1
258334,Slovakia,Viktoria Plzeň,Czech Republic Gambrinus Liga
188601,France,AJ Auxerre,French Ligue 2
193272,Austria,SV Ried,Austrian Football Bundesliga
199101,Spain,CD Mirandés,Spanish Segunda División
200209,Denmark,En Avant de Guingamp,French Ligue 2
202060,Sweden,FC Utrecht,Holland Eredivisie
203138,England,Sunderland,English League One
207956,England,Luton Town,English League Championship
208247,Austria,SK Sturm Graz,Austrian Football Bundesliga
208462,Netherlands,Heracles Almelo,Holland Eredivisie
209335,Norway,Molde FK,Norwegian Eliteserien
209701,Netherlands,Sheffield Wednesday,English League Championship
210029,Republic of Ireland,Preston North End,English League Championship
210713,Denmark,IF Elfsborg,Swedish Allsvenskan
211574,Montenegro,Royal Excel Mouscron,Belgian Jupiler Pro League
212018,Korea Republic,Jeonbuk Hyundai Motors,Korean K League Classic
216284,Germany,FC Erzgebirge Aue,German 2. Bundesliga
217709,Brazil,Al Faisaly,Saudi Abdul L. Jameel League
219451,Argentina,Bologna,Italian Serie A
219941,Chile,CD Huachipato,Chilian Campeonato Nacional
220489,Italy,AC Monza,Italian Serie B
221130,France,OGC Nice,French Ligue 1
223207,Hungary,,
223790,Netherlands,1. FC Union Berlin,German 1. Bundesliga
226102,England,Sheffield Wednesday,English League Championship
226652,Korea Republic,Sangju Sangmu FC,Korean K League Classic
227689,Sweden,KV Mechelen,Belgian Jupiler Pro League
228912,France,Olympiacos CFP,Greek Super League
229542,France,Clermont Foot 63,French Ligue 2
230143,Albania,Parma,Italian Serie A
231500,Sweden,Hammarby IF,Swedish Allsvenskan
232627,Japan,Kashiwa Reysol,Japanese J. League Division 1
234646,Austria,SKN St. Pölten,Austrian Football Bundesliga
239050,Turkey,Fenerbahçe SK,Turkish Süper Lig
244117,France,Valenciennes FC,French Ligue 2
246739,Senegal,FC Sochaux-Montbéliard,French Ligue 2
253824,Ecuador,Delfín SC,Ecuadorian Serie A
188202,Belgium,KV Mechelen,Belgian Jupiler Pro League
190669,Sweden,Örebro SK,Swedish Allsvenskan
192110,Mexico,San Jose Earthquakes,USA Major League Soccer
194198,France,Orlando Pirates,South African Premier Division
197166,United States,Inter Miami,USA Major League Soccer
198046,Poland,Pogoń Szczecin,Polish T-Mobile Ekstraklasa
198810,Australia,Sunderland,English League One
199049,Sweden,Hammarby IF,Swedish Allsvenskan
200425,Netherlands,Derby County,English League Championship
200475,Germany,VfL Osnabrück,German 2. Bundesliga
200779,England,Peterborough United,English League One
201978,Poland,Piast Gliwice,Polish T-Mobile Ekstraklasa
202043,Sweden,Djurgårdens IF,Swedish Allsvenskan
202528,England,Oxford United,English League One
202605,Sweden,Vejle Boldklub,Danish Superliga
202716,Spain,RCD Mallorca,Spanish Segunda División
203308,Australia,Melbourne City FC,Australian Hyundai A-League
203491,Republic of Ireland,Sunderland,English League One
203850,Austria,SK Rapid Wien,Austrian Football Bundesliga
205068,Portugal,FC Hermannstadt,Romanian Liga I
205089,Italy,SPAL,Italian Serie B
205556,Slovenia,,
205557,Netherlands,Fatih Karagümrük S.K.,Turkish Süper Lig
205584,England,Rotherham United,English League Championship
205673,Spain,CE Sabadell FC,Spanish Segunda División
206106,Turkey,Gazişehir Gaziantep F.K.,Turkish Süper Lig
206626,Sweden,Lech Poznań,Polish T-Mobile Ekstraklasa
206653,England,Preston North End,English League Championship
208024,Scotland,Millwall,English League Championship
208422,Belgium,Beerschot AC,Belgian Jupiler Pro League
209456,Poland,Lechia Gdańsk,Polish T-Mobile Ekstraklasa
209484,Mali,Denizlispor,Turkish Süper Lig
209963,Brazil,Kawasaki Frontale,Japanese J. League Division 1
210269,Brazil,Shimizu S-Pulse,Japanese J. League Division 1
210706,Comoros,Gaz Metan Mediaş,Romanian Liga I
211068,Bosnia Herzegovina,Athletic Club de Bilbao,Spain Primera Division
211270,Montenegro,Rayo Vallecano,Spanish Segunda División
211384,England,Swansea City,English League Championship
211955,Germany,VfL Osnabrück,German 2. Bundesliga
214274,Colombia,Junior FC,Colombian Liga Postobón
214413,Chile,CD Huachipato,Chilian Campeonato Nacional
214949,DR Congo,Kayserispor,Turkish Süper Lig
215208,Argentina,Defensa y Justicia,Argentina Primera División
218353,Gabon,Sivasspor,Turkish Süper Lig
219527,Colombia,Atlético Nacional,Colombian Liga Postobón
219837,Spain,UD Almería,Spanish Segunda División
220837,Colombia,Toulouse Football Club,French Ligue 2
221001,Norway,FK Bodø/Glimt,Norwegian Eliteserien
221313,Colombia,Atlético Nacional,Colombian Liga Postobón
221401,Brazil,Al Hazem,Saudi Abdul L. Jameel League
223147,Germany,SV Sandhausen,German 2. Bundesliga
223332,Italy,Parma,Italian Serie A
223354,Romania,Universitatea Craiova,Romanian Liga I
223370,Germany,SV Sandhausen,German 2. Bundesliga
223819,Spain,Dinamo Bucureşti,Romanian Liga I
224187,Netherlands,Sparta Rotterdam,Holland Eredivisie
224250,Germany,FC Hansa Rostock,German 3. Bundesliga
224584,Spain,Girona FC,Spanish Segunda División
225584,France,Le Havre AC,French Ligue 2
225996,Slovenia,Górnik Zabrze,Polish T-Mobile Ekstraklasa
226535,Liberia,Real Salt Lake,USA Major League Soccer
227561,Romania,FCSB (Steaua),Romanian Liga I
227803,Argentina,Barcelona Sporting Club,Ecuadorian Serie A
229045,Gambia,CF Fuenlabrada,Spanish Segunda División
229212,Netherlands,Sparta Rotterdam,Holland Eredivisie
229949,Brazil,Hokkaido Consadole Sapporo,Japanese J. League Division 1
232541,Japan,Kashima Antlers,Japanese J. League Division 1
232573,Japan,Yokohama F. Marinos,Japanese J. League Division 1
232787,Brazil,Nagoya Grampus,Japanese J. League Division 1
233141,Japan,Kawasaki Frontale,Japanese J. League Division 1
233512,Romania,Gazişehir Gaziantep F.K.,Turkish Süper Lig
234854,France,Pau FC,French Ligue 2
234890,Italy,FC Luzern,Swiss Super League
235128,Argentina,Club Guaraní,Paraguayan Primera División
236630,Brazil,Famalicão,Portuguese Liga ZON SAGRES
237409,Japan,Kashiwa Reysol,Japanese J. League Division 1
239048,Turkey,Göztepe SK,Turkish Süper Lig
239707,Brazil,Olympiacos CFP,Greek Super League
241050,Germany,SSV Jahn Regensburg,German 2. Bundesliga
241731,Panama,Club Tijuana,Mexican Liga MX
242995,Costa Rica,DC United,USA Major League Soccer
245148,Argentina,Gimnasia y Esgrima La Plata,Argentina Primera División
248775,France,Rodez Aveyron Football,French Ligue 2
250797,Ecuador,Emelec,Ecuadorian Serie A
36111,United States,Real Salt Lake,USA Major League Soccer
102064,Italy,Spezia,Italian Serie A
104442,Scotland,Kilmarnock,Scottish Premiership
125995,Turkey,Yeni Malatyaspor,Turkish Süper Lig
136686,Korea Republic,Seongnam FC,Korean K League Classic
140196,Japan,Gamba Osaka,Japanese J. League Division 1
141111,Slovenia,WSG Tirol,Austrian Football Bundesliga
142942,Argentina,Club Atlético Talleres,Argentina Primera División
148696,Norway,Odds BK,Norwegian Eliteserien
150106,Greece,Olympiacos CFP,Greek Super League
150659,France,Paris FC,French Ligue 2
155524,England,Huddersfield Town,English League Championship
156675,Scotland,Aberdeen,Scottish Premiership
157305,Sweden,BK Häcken,Swedish Allsvenskan
157703,Germany,SC Paderborn 07,German 2. Bundesliga
157707,Kosovo,Western United FC,Australian Hyundai A-League
158293,China PR,Guangzhou Evergrande Taobao FC,Chinese Super League
162875,Turkey,Medipol Başakşehir FK,Turkish Süper Lig
163616,England,Brisbane Roar,Australian Hyundai A-League
164559,United States,San Jose Earthquakes,USA Major League Soccer
164766,Scotland,Queens Park Rangers,English League Championship
164858,Finland,,
165321,Republic of Ireland,Ipswich Town,English League One
166097,Turkey,Galatasaray SK,Turkish Süper Lig
166764,Northern Ireland,Motherwell,Scottish Premiership
166851,Iceland,,
167159,Norway,Odds BK,Norwegian Eliteserien
167379,Brazil,Los Angeles FC,USA Major League Soccer
169343,Austria,FK Austria Wien,Austrian Football Bundesliga
169938,Portugal,Gil Vicente FC,Portuguese Liga ZON SAGRES
170612,Albania,Wisła Kraków,Polish T-Mobile Ekstraklasa
171189,Spain,UD Las Palmas,Spanish Segunda División
173533,England,West Bromwich Albion,English Premier League
173614,England,Charlton Athletic,English League One
174381,Paraguay,Nacional Asunción,Paraguayan Primera División
174669,Poland,Śląsk Wrocław,Polish T-Mobile Ekstraklasa
175393,Bolivia,Club Bolívar,Liga de Fútbol Profesional Boliviano
175589,China PR,Shanghai Greenland Shenhua FC,Chinese Super League
175753,Costa Rica,IK Start,Norwegian Eliteserien
175789,Iceland,Brescia,Italian Serie B
176062,United States,LA Galaxy,USA Major League Soccer
176094,Poland,FC Cincinnati,USA Major League Soccer
176345,Korea Republic,Kashima Antlers,Japanese J. League Division 1
176849,France,Le Havre AC,French Ligue 2
176895,Chile,Colo-Colo,Chilian Campeonato Nacional
177055,Sweden,Kalmar FF,Swedish Allsvenskan
177138,Brazil,Philadelphia Union,USA Major League Soccer
177320,Mexico,FC Juárez,Mexican Liga MX
177373,Denmark,Malmö FF,Swedish Allsvenskan
177684,Switzerland,Real Oviedo,Spanish Segunda División
178237,Turkey,BB Erzurumspor,Turkish Süper Lig
178319,Netherlands,FC Twente,Holland Eredivisie
178584,Republic of Ireland,Millwall,English League Championship
179565,Switzerland,Dinamo Zagreb,Croatian Prva HNL
179800,Mexico,Puebla FC,Mexican Liga MX
179931,France,AC Ajaccio,French Ligue 2
180739,Japan,RC Strasbourg Alsace,French Ligue 1
180754,Japan,Kawasaki Frontale,Japanese J. League Division 1
181343,Sweden,FC København,Danish Superliga
181349,Sweden,FC Lugano,Swiss Super League
181436,France,SV Zulte-Waregem,Belgian Jupiler Pro League
181989,Argentina,San Jose Earthquakes,USA Major League Soccer
182047,China PR,Henan Jianye FC,Chinese Super League
182689,Republic of Ireland,Kilmarnock,Scottish Premiership
